wl,n
0.694,0.46762
0.695,0.46797
0.696,0.46833
0.697,0.46868
0.698,0.46904
0.699,0.46939
0.700,0.46975
0.701,0.47010
0.702,0.47046
0.703,0.47081
0.704,0.47117
0.705,0.47152
0.706,0.47187
0.707,0.47223
0.708,0.47258
0.709,0.47293
0.710,0.47327
0.711,0.47362
0.712,0.47396
0.713,0.47430
0.714,0.47464
0.715,0.47498
0.716,0.47531
0.717,0.47565
0.718,0.47598
0.719,0.47630
0.720,0.47663
0.721,0.47695
0.722,0.47726
0.723,0.47758
0.724,0.47789
0.725,0.47819
0.726,0.47850
0.727,0.47879
0.728,0.47909
0.729,0.47938
0.730,0.47967
0.731,0.47995
0.732,0.48023
0.733,0.48051
0.734,0.48078
0.735,0.48104
0.736,0.48131
0.737,0.48157
0.738,0.48182
0.739,0.48208
0.740,0.48233
0.741,0.48257
0.742,0.48281
0.743,0.48305
0.744,0.48329
0.745,0.48352
0.746,0.48375
0.747,0.48398
0.748,0.48420
0.749,0.48442
0.750,0.48463
0.751,0.48485
0.752,0.48506
0.753,0.48527
0.754,0.48547
0.755,0.48567
0.756,0.48587
0.757,0.48607
0.758,0.48626
0.759,0.48646
0.760,0.48664
0.761,0.48683
0.762,0.48701
0.763,0.48720
0.764,0.48738
0.765,0.48755
0.766,0.48773
0.767,0.48790
0.768,0.48807
0.769,0.48823
0.770,0.48840
0.771,0.48856
0.772,0.48872
0.773,0.48888
0.774,0.48904
0.775,0.48919
0.776,0.48934
0.777,0.48949
0.778,0.48964
0.779,0.48979
0.780,0.48993
0.781,0.49007
0.782,0.49021
0.783,0.49035
0.784,0.49049
0.785,0.49062
0.786,0.49076
0.787,0.49089
0.788,0.49102
0.789,0.49114
0.790,0.49127
0.791,0.49139
0.792,0.49152
0.793,0.49164
0.794,0.49176
0.795,0.49188
0.796,0.49199
0.797,0.49211
0.798,0.49222
0.799,0.49233
0.800,0.49244
0.801,0.49255
0.802,0.49266
0.803,0.49277
0.804,0.49287
0.805,0.49297
0.806,0.49308
0.807,0.49318
0.808,0.49328
0.809,0.49337
0.810,0.49347
0.811,0.49357
0.812,0.49366
0.813,0.49375
0.814,0.49385
0.815,0.49394
0.816,0.49403
0.817,0.49412
0.818,0.49420
0.819,0.49429
0.820,0.49437
0.821,0.49446
0.822,0.49454
0.823,0.49462
0.824,0.49470
0.825,0.49478
0.826,0.49486
0.827,0.49494
0.828,0.49502
0.829,0.49509
0.830,0.49517
0.831,0.49524
0.832,0.49531
0.833,0.49539
0.834,0.49546
0.835,0.49553
0.836,0.49560
0.837,0.49567
0.838,0.49573
0.839,0.49580
0.840,0.49587
0.841,0.49593
0.842,0.49600
0.843,0.49606
0.844,0.49612
0.845,0.49619
0.846,0.49625
0.847,0.49631
0.848,0.49637
0.849,0.49643
0.850,0.49648
0.851,0.49654
0.852,0.49660
0.853,0.49665
0.854,0.49671
0.855,0.49676
0.856,0.49682
0.857,0.49687
0.858,0.49692
0.859,0.49698
0.860,0.49703
0.861,0.49708
0.862,0.49713
0.863,0.49718
0.864,0.49723
0.865,0.49728
0.866,0.49732
0.867,0.49737
0.868,0.49742
0.869,0.49746
0.870,0.49751
0.871,0.49755
0.872,0.49760
0.873,0.49764
0.874,0.49768
0.875,0.49773
0.876,0.49777
0.877,0.49781
0.878,0.49785
0.879,0.49789
0.880,0.49793
0.881,0.49797
0.882,0.49801
0.883,0.49805
0.884,0.49808
0.885,0.49812
0.886,0.49816
0.887,0.49819
0.888,0.49823
0.889,0.49827
0.890,0.49830
0.891,0.49833
0.892,0.49837
0.893,0.49840
0.894,0.49843
0.895,0.49846
0.896,0.49849
0.897,0.49852
0.898,0.49855
0.899,0.49858
0.900,0.49861
0.901,0.49864
0.902,0.49866
0.903,0.49869
0.904,0.49871
0.905,0.49873
0.906,0.49875
0.907,0.49877
0.908,0.49879
0.909,0.49881
0.910,0.49883
0.911,0.49885
0.912,0.49886
0.913,0.49887
0.914,0.49889
0.915,0.49890
0.916,0.49891
0.917,0.49892
0.918,0.49893
0.919,0.49893
0.920,0.49894
0.921,0.49894
0.922,0.49895
0.923,0.49895
0.924,0.49895
0.925,0.49895
0.926,0.49894
0.927,0.49894
0.928,0.49893
0.929,0.49893
0.930,0.49892
0.931,0.49891
0.932,0.49890
0.933,0.49889
0.934,0.49887
0.935,0.49886
0.936,0.49884
0.937,0.49882
0.938,0.49880
0.939,0.49878
0.940,0.49875
0.941,0.49873
0.942,0.49870
0.943,0.49868
0.944,0.49865
0.945,0.49862
0.946,0.49858
0.947,0.49855
0.948,0.49851
0.949,0.49848
0.950,0.49844
0.951,0.49840
0.952,0.49835
0.953,0.49831
0.954,0.49826
0.955,0.49822
0.956,0.49817
0.957,0.49812
0.958,0.49806
0.959,0.49801
0.960,0.49795
0.961,0.49790
0.962,0.49784
0.963,0.49778
0.964,0.49771
0.965,0.49765
0.966,0.49758
0.967,0.49751
0.968,0.49744
0.969,0.49737
0.970,0.49730
0.971,0.49722
0.972,0.49715
0.973,0.49707
0.974,0.49699
0.975,0.49691
0.976,0.49682
0.977,0.49674
0.978,0.49665
0.979,0.49656
0.980,0.49647
0.981,0.49637
0.982,0.49628
0.983,0.49618
0.984,0.49609
0.985,0.49599
0.986,0.49588
0.987,0.49578
0.988,0.49567
0.989,0.49557
0.990,0.49546
0.991,0.49535
0.992,0.49523
0.993,0.49512
0.994,0.49500
0.995,0.49488
0.996,0.49476
0.997,0.49464
0.998,0.49452
0.999,0.49439
1.000,0.49427
1.006,0.49346
1.012,0.49259
1.018,0.49166
1.024,0.49066
1.030,0.48960
1.036,0.48847
1.042,0.48727
1.048,0.48602
1.054,0.48470
1.060,0.48332
1.066,0.48187
1.072,0.48037
1.078,0.47881
1.084,0.47719
1.090,0.47551
1.096,0.47377
1.102,0.47198
1.108,0.47013
1.114,0.46823
1.120,0.46628
1.126,0.46427
1.132,0.46222
1.138,0.46012
1.144,0.45797
1.150,0.45578
1.156,0.45356
1.162,0.45130
1.168,0.44901
1.174,0.44669
1.180,0.44434
1.186,0.44197
1.192,0.43958
1.198,0.43717
1.204,0.43474
1.210,0.43230
1.216,0.42984
1.222,0.42737
1.228,0.42489
1.234,0.42240
1.240,0.41991
1.246,0.41741
1.252,0.41490
1.258,0.41239
1.264,0.40988
1.270,0.40737
1.276,0.40486
1.282,0.40235
1.288,0.39984
1.294,0.39733
1.300,0.39483
1.306,0.39233
1.312,0.38983
1.318,0.38735
1.324,0.38486
1.330,0.38239
1.336,0.37992
1.342,0.37746
1.348,0.37501
1.354,0.37257
1.360,0.37014
1.366,0.36772
1.372,0.36530
1.378,0.36290
1.384,0.36051
1.390,0.35814
1.396,0.35577
1.402,0.35341
1.408,0.35107
1.414,0.34874
1.420,0.34643
1.426,0.34412
1.432,0.34183
1.438,0.33956
1.444,0.33729
1.450,0.33504
1.456,0.33281
1.462,0.33059
1.468,0.32838
1.474,0.32619
1.480,0.32401
1.486,0.32184
1.492,0.31969
1.498,0.31756
1.504,0.31544
1.510,0.31333
1.516,0.31124
1.522,0.30917
1.528,0.30711
1.534,0.30506
1.540,0.30303
1.546,0.30102
1.552,0.29902
1.558,0.29703
1.564,0.29506
1.570,0.29310
1.576,0.29116
1.582,0.28924
1.588,0.28733
1.594,0.28544
1.600,0.28357
1.606,0.28171
1.612,0.27987
1.618,0.27805
1.624,0.27624
1.630,0.27445
1.636,0.27268
1.642,0.27092
1.648,0.26919
1.654,0.26747
1.660,0.26577
1.666,0.26408
1.672,0.26242
1.678,0.26077
1.684,0.25914
1.690,0.25752
1.696,0.25593
1.702,0.25435
1.708,0.25279
1.714,0.25125
1.720,0.24973
1.726,0.24822
1.732,0.24674
1.738,0.24527
1.744,0.24382
1.750,0.24238
1.756,0.24097
1.762,0.23957
1.768,0.23819
1.774,0.23682
1.780,0.23548
1.786,0.23415
1.792,0.23284
1.798,0.23155
1.804,0.23027
1.810,0.22901
1.816,0.22777
1.822,0.22654
1.828,0.22534
1.834,0.22415
1.840,0.22297
1.846,0.22181
1.852,0.22067
1.858,0.21955
1.864,0.21844
1.870,0.21735
1.876,0.21627
1.882,0.21522
1.888,0.21417
1.894,0.21315
1.900,0.21213
1.906,0.21114
1.912,0.21016
1.918,0.20920
1.924,0.20825
1.930,0.20731
1.936,0.20640
1.942,0.20549
1.948,0.20461
1.954,0.20373
1.960,0.20288
1.966,0.20203
1.972,0.20120
1.978,0.20039
1.984,0.19959
1.990,0.19881
1.996,0.19803
2.002,0.19728
2.008,0.19653
2.014,0.19581
2.020,0.19509
2.026,0.19439
2.032,0.19370
2.038,0.19303
2.044,0.19237
2.050,0.19172
2.056,0.19108
2.062,0.19046
2.068,0.18985
2.074,0.18926
2.080,0.18867
2.086,0.18810
2.092,0.18755
2.098,0.18700
2.104,0.18647
2.110,0.18595
2.116,0.18544
2.122,0.18494
2.128,0.18446
2.134,0.18398
2.140,0.18352
2.146,0.18307
2.152,0.18263
2.158,0.18221
2.164,0.18179
2.170,0.18139
2.176,0.18099
2.182,0.18061
2.188,0.18024
2.194,0.17988
2.200,0.17953
2.206,0.17919
2.212,0.17886
2.218,0.17854
2.224,0.17823
2.230,0.17793
2.236,0.17765
2.242,0.17737
2.248,0.17710
2.254,0.17684
2.260,0.17659
2.266,0.17635
2.272,0.17612
2.278,0.17590
2.284,0.17569
2.290,0.17549
2.296,0.17530
2.302,0.17512
2.308,0.17494
2.314,0.17478
2.320,0.17462
2.326,0.17448
2.332,0.17434
2.338,0.17421
2.344,0.17408
2.350,0.17397
2.356,0.17387
2.362,0.17377
2.368,0.17368
2.374,0.17360
2.380,0.17353
2.386,0.17346
2.392,0.17341
2.398,0.17336
2.404,0.17332
2.410,0.17328
2.416,0.17326
2.422,0.17324
2.428,0.17323
2.434,0.17322
2.440,0.17323
2.446,0.17324
2.452,0.17325
2.458,0.17328
2.464,0.17331
2.470,0.17335
2.476,0.17339
2.482,0.17344
2.488,0.17350
2.494,0.17356
2.500,0.17363
