wl,n
0.722,0.48793
0.723,0.48816
0.724,0.48839
0.725,0.48861
0.726,0.48883
0.727,0.48905
0.728,0.48926
0.729,0.48947
0.730,0.48968
0.731,0.48989
0.732,0.49009
0.733,0.49029
0.734,0.49049
0.735,0.49068
0.736,0.49087
0.737,0.49106
0.738,0.49125
0.739,0.49143
0.740,0.49161
0.741,0.49179
0.742,0.49196
0.743,0.49214
0.744,0.49231
0.745,0.49247
0.746,0.49264
0.747,0.49280
0.748,0.49296
0.749,0.49312
0.750,0.49328
0.751,0.49343
0.752,0.49358
0.753,0.49373
0.754,0.49388
0.755,0.49402
0.756,0.49417
0.757,0.49431
0.758,0.49445
0.759,0.49458
0.760,0.49472
0.761,0.49485
0.762,0.49498
0.763,0.49511
0.764,0.49524
0.765,0.49536
0.766,0.49549
0.767,0.49561
0.768,0.49573
0.769,0.49585
0.770,0.49596
0.771,0.49608
0.772,0.49619
0.773,0.49630
0.774,0.49641
0.775,0.49652
0.776,0.49663
0.777,0.49673
0.778,0.49683
0.779,0.49693
0.780,0.49703
0.781,0.49713
0.782,0.49723
0.783,0.49732
0.784,0.49742
0.785,0.49751
0.786,0.49760
0.787,0.49769
0.788,0.49778
0.789,0.49787
0.790,0.49795
0.791,0.49803
0.792,0.49812
0.793,0.49820
0.794,0.49828
0.795,0.49836
0.796,0.49843
0.797,0.49851
0.798,0.49858
0.799,0.49866
0.800,0.49873
0.801,0.49880
0.802,0.49887
0.803,0.49894
0.804,0.49901
0.805,0.49907
0.806,0.49914
0.807,0.49920
0.808,0.49927
0.809,0.49933
0.810,0.49939
0.811,0.49945
0.812,0.49951
0.813,0.49956
0.814,0.49962
0.815,0.49967
0.816,0.49973
0.817,0.49978
0.818,0.49983
0.819,0.49989
0.820,0.49994
0.821,0.49998
0.822,0.50003
0.823,0.50008
0.824,0.50013
0.825,0.50017
0.826,0.50022
0.827,0.50026
0.828,0.50030
0.829,0.50034
0.830,0.50039
0.831,0.50043
0.832,0.50046
0.833,0.50050
0.834,0.50054
0.835,0.50058
0.836,0.50061
0.837,0.50065
0.838,0.50068
0.839,0.50071
0.840,0.50075
0.841,0.50078
0.842,0.50081
0.843,0.50084
0.844,0.50087
0.845,0.50090
0.846,0.50092
0.847,0.50095
0.848,0.50098
0.849,0.50100
0.850,0.50103
0.851,0.50105
0.852,0.50107
0.853,0.50110
0.854,0.50112
0.855,0.50114
0.856,0.50116
0.857,0.50118
0.858,0.50120
0.859,0.50122
0.860,0.50124
0.861,0.50125
0.862,0.50127
0.863,0.50128
0.864,0.50130
0.865,0.50131
0.866,0.50133
0.867,0.50134
0.868,0.50135
0.869,0.50136
0.870,0.50138
0.871,0.50139
0.872,0.50140
0.873,0.50140
0.874,0.50141
0.875,0.50142
0.876,0.50143
0.877,0.50144
0.878,0.50144
0.879,0.50145
0.880,0.50145
0.881,0.50146
0.882,0.50146
0.883,0.50146
0.884,0.50147
0.885,0.50147
0.886,0.50147
0.887,0.50147
0.888,0.50147
0.889,0.50147
0.890,0.50147
0.891,0.50147
0.892,0.50147
0.893,0.50146
0.894,0.50146
0.895,0.50145
0.896,0.50145
0.897,0.50144
0.898,0.50143
0.899,0.50143
0.900,0.50142
0.901,0.50141
0.902,0.50140
0.903,0.50138
0.904,0.50137
0.905,0.50136
0.906,0.50134
0.907,0.50132
0.908,0.50131
0.909,0.50129
0.910,0.50127
0.911,0.50125
0.912,0.50122
0.913,0.50120
0.914,0.50118
0.915,0.50115
0.916,0.50112
0.917,0.50109
0.918,0.50106
0.919,0.50103
0.920,0.50100
0.921,0.50097
0.922,0.50093
0.923,0.50089
0.924,0.50086
0.925,0.50082
0.926,0.50077
0.927,0.50073
0.928,0.50069
0.929,0.50064
0.930,0.50060
0.931,0.50055
0.932,0.50050
0.933,0.50045
0.934,0.50039
0.935,0.50034
0.936,0.50028
0.937,0.50022
0.938,0.50016
0.939,0.50010
0.940,0.50004
0.941,0.49998
0.942,0.49991
0.943,0.49984
0.944,0.49977
0.945,0.49970
0.946,0.49963
0.947,0.49956
0.948,0.49948
0.949,0.49940
0.950,0.49933
0.951,0.49924
0.952,0.49916
0.953,0.49908
0.954,0.49899
0.955,0.49890
0.956,0.49881
0.957,0.49872
0.958,0.49863
0.959,0.49854
0.960,0.49844
0.961,0.49834
0.962,0.49824
0.963,0.49814
0.964,0.49803
0.965,0.49793
0.966,0.49782
0.967,0.49771
0.968,0.49760
0.969,0.49749
0.970,0.49737
0.971,0.49726
0.972,0.49714
0.973,0.49702
0.974,0.49690
0.975,0.49678
0.976,0.49665
0.977,0.49652
0.978,0.49639
0.979,0.49626
0.980,0.49613
0.981,0.49599
0.982,0.49586
0.983,0.49572
0.984,0.49558
0.985,0.49544
0.986,0.49529
0.987,0.49515
0.988,0.49500
0.989,0.49485
0.990,0.49470
0.991,0.49455
0.992,0.49439
0.993,0.49423
0.994,0.49407
0.995,0.49391
0.996,0.49375
0.997,0.49359
0.998,0.49342
0.999,0.49325
1.000,0.49308
1.006,0.49202
1.012,0.49090
1.018,0.48970
1.024,0.48844
1.030,0.48711
1.036,0.48572
1.042,0.48426
1.048,0.48274
1.054,0.48115
1.060,0.47950
1.066,0.47779
1.072,0.47602
1.078,0.47419
1.084,0.47229
1.090,0.47034
1.096,0.46833
1.102,0.46627
1.108,0.46414
1.114,0.46197
1.120,0.45974
1.126,0.45746
1.132,0.45513
1.138,0.45275
1.144,0.45032
1.150,0.44786
1.156,0.44536
1.162,0.44283
1.168,0.44026
1.174,0.43767
1.180,0.43506
1.186,0.43243
1.192,0.42977
1.198,0.42710
1.204,0.42442
1.210,0.42173
1.216,0.41902
1.222,0.41631
1.228,0.41359
1.234,0.41086
1.240,0.40814
1.246,0.40541
1.252,0.40268
1.258,0.39995
1.264,0.39723
1.270,0.39450
1.276,0.39179
1.282,0.38907
1.288,0.38637
1.294,0.38367
1.300,0.38098
1.306,0.37830
1.312,0.37563
1.318,0.37297
1.324,0.37032
1.330,0.36769
1.336,0.36506
1.342,0.36245
1.348,0.35985
1.354,0.35727
1.360,0.35470
1.366,0.35215
1.372,0.34961
1.378,0.34709
1.384,0.34458
1.390,0.34209
1.396,0.33962
1.402,0.33716
1.408,0.33472
1.414,0.33230
1.420,0.32990
1.426,0.32751
1.432,0.32514
1.438,0.32279
1.444,0.32046
1.450,0.31815
1.456,0.31585
1.462,0.31358
1.468,0.31132
1.474,0.30908
1.480,0.30686
1.486,0.30466
1.492,0.30248
1.498,0.30031
1.504,0.29817
1.510,0.29604
1.516,0.29394
1.522,0.29185
1.528,0.28978
1.534,0.28773
1.540,0.28570
1.546,0.28369
1.552,0.28170
1.558,0.27973
1.564,0.27777
1.570,0.27584
1.576,0.27392
1.582,0.27202
1.588,0.27015
1.594,0.26829
1.600,0.26645
1.606,0.26463
1.612,0.26283
1.618,0.26105
1.624,0.25928
1.630,0.25754
1.636,0.25582
1.642,0.25411
1.648,0.25243
1.654,0.25076
1.660,0.24912
1.666,0.24749
1.672,0.24588
1.678,0.24429
1.684,0.24272
1.690,0.24117
1.696,0.23964
1.702,0.23812
1.708,0.23663
1.714,0.23515
1.720,0.23369
1.726,0.23225
1.732,0.23083
1.738,0.22943
1.744,0.22804
1.750,0.22668
1.756,0.22533
1.762,0.22400
1.768,0.22268
1.774,0.22139
1.780,0.22011
1.786,0.21885
1.792,0.21761
1.798,0.21638
1.804,0.21517
1.810,0.21398
1.816,0.21280
1.822,0.21165
1.828,0.21051
1.834,0.20938
1.840,0.20827
1.846,0.20718
1.852,0.20610
1.858,0.20505
1.864,0.20400
1.870,0.20297
1.876,0.20196
1.882,0.20097
1.888,0.19999
1.894,0.19902
1.900,0.19807
1.906,0.19714
1.912,0.19622
1.918,0.19531
1.924,0.19442
1.930,0.19355
1.936,0.19268
1.942,0.19184
1.948,0.19101
1.954,0.19019
1.960,0.18938
1.966,0.18860
1.972,0.18782
1.978,0.18706
1.984,0.18631
1.990,0.18557
1.996,0.18485
2.002,0.18414
2.008,0.18345
2.014,0.18277
2.020,0.18210
2.026,0.18144
2.032,0.18080
2.038,0.18017
2.044,0.17955
2.050,0.17894
2.056,0.17835
2.062,0.17777
2.068,0.17720
2.074,0.17664
2.080,0.17610
2.086,0.17556
2.092,0.17504
2.098,0.17453
2.104,0.17403
2.110,0.17354
2.116,0.17307
2.122,0.17260
2.128,0.17214
2.134,0.17170
2.140,0.17127
2.146,0.17085
2.152,0.17043
2.158,0.17003
2.164,0.16964
2.170,0.16926
2.176,0.16889
2.182,0.16853
2.188,0.16818
2.194,0.16784
2.200,0.16751
2.206,0.16719
2.212,0.16687
2.218,0.16657
2.224,0.16628
2.230,0.16600
2.236,0.16572
2.242,0.16546
2.248,0.16520
2.254,0.16495
2.260,0.16471
2.266,0.16449
2.272,0.16426
2.278,0.16405
2.284,0.16385
2.290,0.16365
2.296,0.16347
2.302,0.16329
2.308,0.16312
2.314,0.16296
2.320,0.16280
2.326,0.16266
2.332,0.16252
2.338,0.16239
2.344,0.16226
2.350,0.16215
2.356,0.16204
2.362,0.16194
2.368,0.16185
2.374,0.16176
2.380,0.16168
2.386,0.16161
2.392,0.16154
2.398,0.16149
2.404,0.16144
2.410,0.16139
2.416,0.16136
2.422,0.16132
2.428,0.16130
2.434,0.16128
2.440,0.16127
2.446,0.16127
2.452,0.16127
2.458,0.16128
2.464,0.16129
2.470,0.16131
2.476,0.16134
2.482,0.16137
2.488,0.16141
2.494,0.16145
2.500,0.16150
